x,y
4.0520000000000005,6.4907195360293
4.065,8.67892777871105
4.085,7.253580282981217
4.101,7.481324949178246
4.1450000000000005,9.465853441932392
4.158,7.557593598602542
4.174,8.357562588963992
4.178,7.7177111744384055
4.181,8.106679460565818
4.183,7.526080684738198
4.216,8.351664632335224
4.239,8.497456901319993
4.239,8.497456901319993
4.247,9.419777395862143
4.263,7.017426422883469
4.272,7.810949690308497
4.274,7.770337812525561
4.287,7.028094331968042
4.292,8.31723530594512
4.295,8.544238804402413
4.305,10.63820442523133
4.322,8.66648340610589
4.339,8.168533843406085
4.369,9.641846735433457
4.383,8.50384795158457
4.39,10.067164285857217
4.401,8.663374402745134
4.422,8.33569105455366
4.4350000000000005,8.060663829246526
4.441,7.373615656071452
4.473,8.468194322643269
4.498,7.941717875049549
4.515,9.095260877055717
4.534,7.876163103929701
4.535,7.5846584032982935
4.541,8.527408542799405
4.5440000000000005,7.866973841986648
4.5440000000000005,7.866973841986648
4.548,9.339049415853593
4.548,9.339049415853593
4.59,8.620377700800233
4.613,8.762445710566393
4.627,6.710169523172973
4.632,10.180045288479754
4.636,9.838013755021494
4.651,9.400606337337686
4.652,10.595467666526496
4.665,10.593906141575472
4.676,9.340399164930815
4.679,10.507218451676708
4.694,7.987907779328571
4.705,10.689987445060199
4.713,10.783246543277311
4.714,10.548875825389686
4.722,10.241553313785037
4.7700000000000005,10.551893100291903
4.774,11.24862055080578
4.8020000000000005,10.308021450294143
4.814,8.675360673541404
4.821,9.924140935166973
4.83,9.544371506961413
4.837,11.074987534298778
4.838,10.401242969061403
4.839,9.855216415491585
4.852,11.082356069155601
4.855,11.92982637954251
4.856,9.893654129260481
4.886,12.250914403814702
4.912,9.96665224857131
4.914,11.25898772840025
4.926,9.586119250257756
4.929,10.916726730559681
4.9430000000000005,9.218332570915067
4.948,10.107713008671803
4.958,15.055657199534147
4.961,9.995243766747896
4.966,11.624737523408925
4.968,10.265220799920884
4.981,9.492103007992906
5.007,10.547847785531289
5.009,10.694534530186994
5.03,11.249790950188007
5.041,11.411233839398273
5.047,11.779952667330845
5.057,10.527418703317906
5.0760000000000005,10.06304308055777
5.089,10.697089318776962
5.093,10.770837104525608
5.111,12.27040051589033
5.112,11.261062593668136
5.128,12.945277616228813
5.1610000000000005,12.696208671144397
5.1690000000000005,12.366138633572508
5.172,10.77910334294052
5.174,11.0115131289641
5.178,9.772212433396321
5.184,12.043935291785822
5.199,12.586636605069309
5.2,13.737248671855376
5.211,11.420505573530667
5.219,13.21472501589093
5.259,12.072799484673242
5.274,12.463883726970415
5.274,12.463883726970415
5.281,14.758654196415508
5.282,12.093497264537085
5.282,12.093497264537085
5.309,14.831791938328688
5.338,11.940039728483942
5.341,13.354274114088083
5.346,14.36830938343856
5.347,15.680201093181807
5.3500000000000005,13.58218902076659
5.353,13.13217693848297
5.354,11.811406518592143
5.354,11.811406518592143
5.363,16.039960265662963
5.365,15.439623885301348
5.392,13.536793156062215
5.3950000000000005,14.447857903215747
5.396,11.52154945792401
5.404,13.890293234625087
5.406,14.08060746332041
5.418,13.945892348270789
5.4190000000000005,13.168265909836835
5.42,13.54062325683368
5.421,13.466843663002518
5.425,13.410780293872191
5.4350000000000005,13.527688673609354
5.4430000000000005,14.282413744616674
5.495,13.796364291072473
5.505,13.306249445589863
5.511,14.75442819546675
5.535,13.191957726510335
5.548,11.792145681954715
5.549,14.769200181165932
5.57,12.671721389027997
5.5760000000000005,14.941908232514985
5.577,13.534687841920041
5.578,15.292335447903223
5.582,14.924658878791684
5.5840000000000005,15.220747786065937
5.588,13.521035444663536
5.599,13.48100243915596
5.614,15.636855973817562
5.643,14.807247919414335
5.6530000000000005,15.28788526436562
5.658,13.629362092339939
5.673,14.239244746813263
5.675,14.380994497166055
5.7170000000000005,14.442967608415636
5.7170000000000005,14.442967608415636
5.72,16.13699014418006
5.734,14.638820197449299
5.738,14.274308018467776
5.738,14.274308018467776
5.744,19.812051904393133
5.756,13.51276479819267
5.791,13.803731712484625
5.7940000000000005,12.209515893245689
5.807,14.968878949342963
5.82,13.717924513089866
5.825,14.39380667891825
5.828,17.149279719447485
5.838,15.906427218069142
5.843,15.847756054640726
5.873,15.020211854313724
5.894,14.52443441843837
5.901,19.851009029371976
5.9030000000000005,17.645756770381954
5.915,18.406772550377415
5.976,18.140720019557993
5.9990000000000006,15.157833582030896
6.022,16.85969503357741
6.025,13.956089458977486
6.027,18.881281209662994
6.0280000000000005,14.444872110307825
6.04,14.370580114872979
6.051,13.663664701753486
6.0520000000000005,16.539757619832404
6.057,19.379992252050716
6.059,17.420791028978265
6.065,17.801967154606213
6.065,17.801967154606213
6.082,16.49132967099498
6.121,17.7004682647986
6.13,17.774731776195594
6.157,13.923296893542165
6.1930000000000005,21.548496351472224
6.198,18.672203628959416
6.218,16.718415684425295
6.219,13.476496811079036
6.224,13.937256958281507
6.229,15.653047837885612
6.23,20.24898282449329
6.242,19.482274171576087
6.266,18.131095715687565
6.266,18.131095715687565
6.272,20.887690704545477
6.277,17.242260313113555
6.292,17.150366433259965
6.298,21.285024532577676
6.299,20.751063123487725
6.303,17.418937923784114
6.304,17.88493767434633
6.316,19.340750056640005
6.322,18.82237389369037
6.329,18.740821940061213
6.337,17.782239461994894
6.3580000000000005,23.348057240276294
6.362,17.56183878496877
6.373,22.431276098761472
6.3790000000000004,20.8547536672371
6.384,17.30440116782486
6.391,20.949156148421594
6.408,16.84652132522803
6.4190000000000005,20.713386223262386
6.42,21.384988470149917
6.425,20.561811983296955
6.431,18.024816730229794
6.4350000000000005,22.971413027535398
6.44,21.30641390448583
6.444,18.511052529138976
6.453,17.779363032069053
6.469,16.231537497191788
6.4750000000000005,22.199318808135875
6.493,20.540369603156957
6.4990000000000006,21.58846319032153
6.502,22.09172893890729
6.5120000000000005,17.81787774424195
6.519,22.33038826925279
6.5360000000000005,17.93027256053547
6.5680000000000005,20.225446920008345
6.577,19.64662526276082
6.595,18.985154896502504
6.596,20.19668931299434
6.622,17.50369410268548
6.639,21.869869805637155
6.657,19.94817060549552
6.659,20.901687924870338
6.667,17.598589359585716
6.668,22.630182838606256
6.684,21.75420438297028
6.686,20.526757020277607
6.686,20.526757020277607
6.706,23.225313047277837
6.7250000000000005,26.153348596972656
6.73,23.729226777996043
6.732,18.95613565088498
6.734,19.677776816121604
6.74,22.29907130970637
6.7410000000000005,21.067012045730852
6.751,20.825998659574797
6.766,25.494339661638023
6.779,23.954536336562136
6.78,22.978925143183073
6.783,22.40774611376347
6.823,22.952147391459107
6.827,22.816249979781258
6.827,22.816249979781258
6.832,24.816572721693355
6.838,21.320346144011523
6.844,25.862787874153213
6.847,22.75845008565572
6.861,23.833779923666814
6.863,21.094694547887823
6.867,22.845665977840046
6.883,22.49774949244376
6.884,21.126565334327484
6.891,20.208021546727867
6.926,24.21998288078368
6.9270000000000005,26.04033244938012
6.928,24.83565034430141
6.937,22.258431279801123
6.948,25.809245061550456
6.95,21.836136648342194
6.997,28.767775239284234
7.002,26.024962085467205
7.038,29.036364764220387
7.056,24.57461108363067
7.0600000000000005,26.551573827152648
7.063,25.312101410409724
7.064,22.817565679000307
7.085,25.071334326514204
7.107,27.1087809637642
7.111,28.04464356896918
7.1160000000000005,29.012337354473306
7.1240000000000006,25.64157070759929
7.156000000000001,25.78707609403707
7.163,24.9552721696409
7.189,26.154576450918803
7.221,31.762604381361715
7.226,27.779760249158304
7.236,28.19400428595605
7.245,28.182690658996695
7.245,28.182690658996695
7.257000000000001,31.18465600092771
7.271,29.636580958478604
7.28,28.40721076915631
7.292,27.31614952658144
7.308,30.233210084193825
7.309,24.56658902779746
7.317,25.63582984643401
7.3340000000000005,25.00398471576438
7.339,25.245617697836224
7.341,34.935305600668265
7.3580000000000005,28.529046037652833
7.3580000000000005,28.529046037652833
7.369,32.18578236285728
7.3740000000000006,29.244957189271847
7.378,33.86580323289148
7.405,31.870250568396713
7.409,26.733785950885306
7.424,25.3973628163612
7.428,30.96707912038819
7.436,27.363335112277742
7.4430000000000005,26.275126132741896
7.45,28.90923883295622
7.482,34.603296315884016
7.485,27.8264032754322
7.498,40.466150480553175
7.5120000000000005,32.82144764890235
7.5200000000000005,32.53357130264886
7.526,35.424528313609535
7.532,29.417091774417457
7.563,27.412453587776444
7.571,33.03310139393322
7.5760000000000005,32.26173132899487
7.583,32.51111931710629
7.587,33.796143772849945
7.599,34.20955722066943
7.614,36.902620344425955
7.63,31.617077699357406
7.633,29.43277974247294
7.6370000000000005,31.153960149528736
7.666,31.7144802186255
7.673,28.23704163256735
7.69,30.222709954635523
7.6930000000000005,35.33555576007759
7.694,27.305400698023508
7.705,29.28410548447732
7.706,35.12182859132215
7.716,32.675937031697394
7.7170000000000005,33.34885526011886
7.723,38.09681852327409
7.728,33.19863282193357
7.734,32.41237841001699
7.736,33.129655882634076
7.739,33.506391955809136
7.7540000000000004,33.99922342767771
7.7540000000000004,33.99922342767771
7.757000000000001,36.49371465450916
7.768,39.62338698539102
7.7700000000000005,38.187667795351345
7.777,37.564917958756816
7.785,33.2184226657012
7.787,34.48317874731349
7.7940000000000005,32.59268163485257
7.807,30.748452584129996
7.812,32.71587900160319
7.83,35.886914460539636
7.831,33.76771864666286
7.838,27.27474833035317
7.846,34.81719249812275
7.848,37.1276209567476
7.8500000000000005,31.087784220278746
7.859,33.500040097944286
7.864,42.47648756491435
7.87,40.68035273134466
7.871,38.089829107438
7.884,37.93147168708409
7.886,39.82869116014938
7.893,35.344874708550016
7.894,36.07290220388799
7.906000000000001,36.6047461349814
7.912,40.61078052782577
7.933,36.09166680647376
7.936,36.992349297281514
7.956,38.094090347581385
7.968,31.247387452613793
7.9830000000000005,39.943805854356555
7.985,33.985030514709145
8.002,28.402732819842445
8.005,37.9306080282598
8.026,29.031193229945902
8.035,37.65773393339344
8.046,42.800924678479106
8.054,32.42393070739274
8.076,41.77358001910885
8.078,37.38700776452458
8.084,36.36365937188841
8.11,40.5736927532903
8.114,47.15171391496502
8.116,40.26315271376952
8.128,40.85128206200773
8.13,30.537508915687546
8.159,39.88040980491537
8.169,40.34545555419543
8.172,42.08390746741657
8.184000000000001,37.64096586425122
8.185,40.860824848519115
8.195,40.183486996392645
8.204,42.066749631073776
8.222,37.73109207115246
8.224,40.4454726723943
8.245000000000001,39.55893623903473
8.254,40.03229299249697
8.255,42.08235262178451
8.268,37.51316084683659
8.268,37.51316084683659
8.321,40.32499694143877
8.323,43.60786224477139
8.331,36.45140365778516
8.333,39.472276190776334
8.341,45.86832217358312
8.345,41.7786950300139
8.346,46.55994821526422
8.382,45.22975619669556
8.384,39.578556566784634
8.408,47.27060102884613
8.438,45.01791097725304
8.445,38.514505337315384
8.45,42.36332473886253
8.45,42.36332473886253
8.463000000000001,37.210533614123776
8.478,48.19373638954107
8.514,41.70088142228458
8.517,37.554921680851656
8.528,48.354641025664186
8.537,44.40443668164821
8.540000000000001,47.10126759038132
8.548,45.394636258112
8.574,51.03586225957383
8.601,46.424817883381614
8.667,55.51543759017085
8.671,37.89122925754794
8.689,59.529109906624846
8.69,49.55182228628179
8.699,49.07329927422396
8.704,44.035237651251975
8.709,55.52401103601324
8.718,52.12940460758749
8.727,49.197834973705305
8.744,47.24681809583951
8.748,48.00990906926382
8.75,56.48659620756461
8.774000000000001,53.75281288907531
8.782,48.79603848777431
8.794,48.117254766035856
8.796,54.204898045350525
8.803,46.96605502969171
8.815,43.592783351395205
8.817,44.926841356409184
8.831,52.404792034202416
8.836,50.6755552560682
8.836,50.6755552560682
8.851,54.9554621850099
8.91,62.22150748245899
8.911,64.97617082038397
8.918000000000001,49.60522251549653
8.937,56.11286806214069
8.951,62.9097425179077
8.958,63.125811152952
8.964,55.5239258201537
8.97,48.26173735894473
8.98,49.42319722340343
8.98,49.42319722340343
8.98,49.42319722340343
8.983,60.44481905226888
8.983,60.44481905226888
8.986,46.41932599496913
8.992,54.28914228432113
9.008000000000001,57.51804317622664
9.017,49.6333715967457
9.017,49.6333715967457
9.02,60.044821471941304
9.029,55.64629125432466
9.03,48.78143280328579
9.044,57.23271623445754
9.045,51.32486051216889
9.045,51.32486051216889
9.059000000000001,69.98045448134246
9.085,57.675416900712555
9.09,42.14511000555924
9.1,63.94707128388253
9.103,55.100872977704434
9.107,57.91964403610264
9.109,53.352498661952865
9.132,66.05703215717944
9.134,67.50374824215854
9.151,57.245212126337115
9.152000000000001,60.65285661074757
9.16,55.75938945972773
9.166,58.25590350492134
9.175,56.11893925739334
9.183,59.36549271935608
9.186,62.59429159423654
9.198,50.47911760821902
9.198,50.47911760821902
9.211,63.79720894256672
9.211,63.79720894256672
9.212,68.85896493419541
9.222,61.777660332362366
9.227,65.44683082844016
9.233,59.06057892923304
9.237,56.288107639772164
9.24,60.16513421972755
9.245000000000001,61.98593982161451
9.254,59.28279529438017
9.281,62.49712938051956
9.284,59.91435156679611
9.286,61.572200000310204
9.287,68.13817858942016
9.293000000000001,64.4966391755808
9.306000000000001,63.61522796797482
9.316,60.538914562599516
9.337,56.399860110800205
9.368,65.0088224217579
9.368,65.0088224217579
9.379,69.92511048685827
9.385,68.2093355444515
9.402000000000001,65.06454022491289
9.409,57.360728638423524
9.41,60.17462153456783
9.412,71.7876420177888
9.417,61.13342864206499
9.457,65.47513809976306
9.459,59.55761037079174
9.465,64.64607510955186
9.469,73.19026818090235
9.475,65.34788773521866
9.494,59.61094480755974
9.506,69.01693889949259
9.507,68.21956504700655
9.51,58.979151596418916
9.512,65.38723009240654
9.533,56.638352344456365
9.540000000000001,66.96895584321717
9.547,70.84034251984947
9.547,70.84034251984947
9.565,56.2688616501006
9.621,79.53038522764696
9.633000000000001,75.99702673997879
9.643,60.81130597772387
9.649000000000001,62.42370221226801
9.655,65.73810106576265
9.659,68.94143647682675
9.666,84.8964895018176
9.683,75.6848190386486
9.684000000000001,78.58775931706518
9.701,76.43553690441787
9.71,82.89918906675396
9.723,71.90123058779065
9.727,77.23321572096785
9.732,73.39390311889612
9.757,80.68391824340964
9.762,72.35816506412816
9.779,85.19275895215564
9.785,74.5825672901255
9.813,73.83222594427232
9.826,71.92347795793958
9.828,74.33752699381509
9.844,83.89951787203367
9.86,93.83443377602183
9.89,81.67636341931204
9.89,81.67636341931204
9.891,70.50893714508179
9.892,76.7321632946894
9.893,77.39251899404101
9.9,94.72012419204779
9.901,79.12513386132133
9.907,82.05373312593451
9.908,74.00475541164178
9.919,80.60757286715801
9.926,85.82203035999582
9.966000000000001,69.58319005591699
9.97,76.08731742357728
9.984,77.9546032823627
